"prolific_pid","question_observed","success_observed","time_observed","question_evaluated","human_evaluation","total_score","condition_label","observed_q_perceived_difficulty","observed_q_perceived_difficulty_indiv","observed_q_objective_difficulty"
"57dab7f721d77800018e42fe","2_5",0,0,"1_2","0",6,"2.5_wrong_slow",0.760870712401055,0.63,0.915254237288136
"57dab7f721d77800018e42fe","2_5",0,0,"1_3","1",6,"2.5_wrong_slow",0.760870712401055,0.63,0.915254237288136
"57dab7f721d77800018e42fe","2_5",0,0,"1_4","0",6,"2.5_wrong_slow",0.760870712401055,0.63,0.915254237288136
"57dab7f721d77800018e42fe","2_5",0,0,"1_5","0",6,"2.5_wrong_slow",0.760870712401055,0.63,0.915254237288136
"57dab7f721d77800018e42fe","2_2",0,1,"1_1","1",6,"2.2_wrong_fast",0.566398891966759,0.57,0.536723163841808
"57dab7f721d77800018e42fe","2_2",0,1,"1_2","0",6,"2.2_wrong_fast",0.566398891966759,0.57,0.536723163841808
"57dab7f721d77800018e42fe","2_2",0,1,"1_3","1",6,"2.2_wrong_fast",0.566398891966759,0.57,0.536723163841808
"57dab7f721d77800018e42fe","2_2",0,1,"1_4","0",6,"2.2_wrong_fast",0.566398891966759,0.57,0.536723163841808
"57dab7f721d77800018e42fe","2_2",0,1,"1_5","0",6,"2.2_wrong_fast",0.566398891966759,0.57,0.536723163841808
"5a82032017ef350001706e9a","2_2",1,0,"1_1","1",3,"2.2_right_slow",0.566398891966759,0.88,0.536723163841808
"5a82032017ef350001706e9a","2_2",1,0,"1_2","1",3,"2.2_right_slow",0.566398891966759,0.88,0.536723163841808
"5a82032017ef350001706e9a","2_2",1,0,"1_3","1",3,"2.2_right_slow",0.566398891966759,0.88,0.536723163841808
"5a82032017ef350001706e9a","2_2",1,0,"1_4","1",3,"2.2_right_slow",0.566398891966759,0.88,0.536723163841808
"5a82032017ef350001706e9a","2_2",1,0,"1_5","0",3,"2.2_right_slow",0.566398891966759,0.88,0.536723163841808
"5a82032017ef350001706e9a","2_5",1,0,"1_1","1",3,"2.5_right_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",1,0,"1_2","1",3,"2.5_right_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",1,0,"1_3","1",3,"2.5_right_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",1,0,"1_4","1",3,"2.5_right_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",1,0,"1_5","1",3,"2.5_right_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",0,0,"1_1","1",3,"2.5_wrong_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",0,0,"1_2","0",3,"2.5_wrong_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",0,0,"1_3","0",3,"2.5_wrong_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",0,0,"1_4","1",3,"2.5_wrong_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_5",0,0,"1_5","0",3,"2.5_wrong_slow",0.760870712401055,0.92,0.915254237288136
"5a82032017ef350001706e9a","2_1",0,1,"1_1","1",3,"2.1_wrong_fast",0.396726726726727,0.91,0.234463276836158
"5a82032017ef350001706e9a","2_1",0,1,"1_2","0",3,"2.1_wrong_fast",0.396726726726727,0.91,0.234463276836158
"5a82032017ef350001706e9a","2_1",0,1,"1_3","1",3,"2.1_wrong_fast",0.396726726726727,0.91,0.234463276836158
"5a82032017ef350001706e9a","2_1",0,1,"1_4","1",3,"2.1_wrong_fast",0.396726726726727,0.91,0.234463276836158
"5a82032017ef350001706e9a","2_1",0,1,"1_5","0",3,"2.1_wrong_fast",0.396726726726727,0.91,0.234463276836158
"5a82032017ef350001706e9a","2_3",0,1,"1_1","1",3,"2.3_wrong_fast",0.577430167597765,0.95,0.446327683615819
"5a82032017ef350001706e9a","2_3",0,1,"1_2","0",3,"2.3_wrong_fast",0.577430167597765,0.95,0.446327683615819
"5a82032017ef350001706e9a","2_3",0,1,"1_3","0",3,"2.3_wrong_fast",0.577430167597765,0.95,0.446327683615819
"5a82032017ef350001706e9a","2_3",0,1,"1_4","1",3,"2.3_wrong_fast",0.577430167597765,0.95,0.446327683615819
"5a82032017ef350001706e9a","2_3",0,1,"1_5","0",3,"2.3_wrong_fast",0.577430167597765,0.95,0.446327683615819
"5aa2dcf36219a30001f57b7e","2_1",1,0,"1_1","1",6,"2.1_right_slow",0.396726726726727,0.1,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",1,0,"1_2","0",6,"2.1_right_slow",0.396726726726727,0.1,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",1,0,"1_3","1",6,"2.1_right_slow",0.396726726726727,0.1,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",1,0,"1_4","1",6,"2.1_right_slow",0.396726726726727,0.1,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",1,0,"1_5","0",6,"2.1_right_slow",0.396726726726727,0.1,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_5",1,0,"1_1","1",6,"2.5_right_slow",0.760870712401055,0.8,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",1,0,"1_2","1",6,"2.5_right_slow",0.760870712401055,0.8,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",1,0,"1_3","1",6,"2.5_right_slow",0.760870712401055,0.8,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",1,0,"1_4","1",6,"2.5_right_slow",0.760870712401055,0.8,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",1,0,"1_5","0",6,"2.5_right_slow",0.760870712401055,0.8,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_1",0,0,"1_1","1",6,"2.1_wrong_slow",0.396726726726727,0.38,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",0,0,"1_2","0",6,"2.1_wrong_slow",0.396726726726727,0.38,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",0,0,"1_3","0",6,"2.1_wrong_slow",0.396726726726727,0.38,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",0,0,"1_4","0",6,"2.1_wrong_slow",0.396726726726727,0.38,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_1",0,0,"1_5","0",6,"2.1_wrong_slow",0.396726726726727,0.38,0.234463276836158
"5aa2dcf36219a30001f57b7e","2_5",0,0,"1_1","1",6,"2.5_wrong_slow",0.760870712401055,0.74,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",0,0,"1_2","0",6,"2.5_wrong_slow",0.760870712401055,0.74,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",0,0,"1_3","0",6,"2.5_wrong_slow",0.760870712401055,0.74,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",0,0,"1_4","1",6,"2.5_wrong_slow",0.760870712401055,0.74,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_5",0,0,"1_5","0",6,"2.5_wrong_slow",0.760870712401055,0.74,0.915254237288136
"5aa2dcf36219a30001f57b7e","2_4",0,1,"1_1","1",6,"2.4_wrong_fast",0.518938053097345,0.23,0.675141242937853
"5aa2dcf36219a30001f57b7e","2_4",0,1,"1_2","0",6,"2.4_wrong_fast",0.518938053097345,0.23,0.675141242937853
"5aa2dcf36219a30001f57b7e","2_4",0,1,"1_3","1",6,"2.4_wrong_fast",0.518938053097345,0.23,0.675141242937853
"5aa2dcf36219a30001f57b7e","2_4",0,1,"1_4","0",6,"2.4_wrong_fast",0.518938053097345,0.23,0.675141242937853
"5aa2dcf36219a30001f57b7e","2_4",0,1,"1_5","0",6,"2.4_wrong_fast",0.518938053097345,0.23,0.675141242937853
"5aa838354eecca0001de0a20","2_1",1,0,"1_1","1",1,"2.1_right_slow",0.396726726726727,0.4,0.234463276836158
"5aa838354eecca0001de0a20","2_1",1,0,"1_2","1",1,"2.1_right_slow",0.396726726726727,0.4,0.234463276836158
"5aa838354eecca0001de0a20","2_1",1,0,"1_3","1",1,"2.1_right_slow",0.396726726726727,0.4,0.234463276836158
"5aa838354eecca0001de0a20","2_1",1,0,"1_4","1",1,"2.1_right_slow",0.396726726726727,0.4,0.234463276836158
"5aa838354eecca0001de0a20","2_1",1,0,"1_5","0",1,"2.1_right_slow",0.396726726726727,0.4,0.234463276836158
"5aa838354eecca0001de0a20","2_2",0,0,"1_1","1",1,"2.2_wrong_slow",0.566398891966759,0.63,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,0,"1_2","1",1,"2.2_wrong_slow",0.566398891966759,0.63,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,0,"1_3","0",1,"2.2_wrong_slow",0.566398891966759,0.63,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,0,"1_4","1",1,"2.2_wrong_slow",0.566398891966759,0.63,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,0,"1_5","0",1,"2.2_wrong_slow",0.566398891966759,0.63,0.536723163841808
"5aa838354eecca0001de0a20","2_3",0,0,"1_1","1",1,"2.3_wrong_slow",0.577430167597765,0.56,0.446327683615819
"5aa838354eecca0001de0a20","2_3",0,0,"1_2","1",1,"2.3_wrong_slow",0.577430167597765,0.56,0.446327683615819
"5aa838354eecca0001de0a20","2_3",0,0,"1_3","1",1,"2.3_wrong_slow",0.577430167597765,0.56,0.446327683615819
"5aa838354eecca0001de0a20","2_3",0,0,"1_4","1",1,"2.3_wrong_slow",0.577430167597765,0.56,0.446327683615819
"5aa838354eecca0001de0a20","2_3",0,0,"1_5","0",1,"2.3_wrong_slow",0.577430167597765,0.56,0.446327683615819
"5aa838354eecca0001de0a20","2_3",1,1,"1_1","1",1,"2.3_right_fast",0.577430167597765,0.75,0.446327683615819
"5aa838354eecca0001de0a20","2_3",1,1,"1_2","1",1,"2.3_right_fast",0.577430167597765,0.75,0.446327683615819
"5aa838354eecca0001de0a20","2_3",1,1,"1_3","1",1,"2.3_right_fast",0.577430167597765,0.75,0.446327683615819
"5aa838354eecca0001de0a20","2_3",1,1,"1_4","1",1,"2.3_right_fast",0.577430167597765,0.75,0.446327683615819
"5aa838354eecca0001de0a20","2_3",1,1,"1_5","0",1,"2.3_right_fast",0.577430167597765,0.75,0.446327683615819
"5aa838354eecca0001de0a20","2_2",0,1,"1_1","1",1,"2.2_wrong_fast",0.566398891966759,0.77,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,1,"1_2","1",1,"2.2_wrong_fast",0.566398891966759,0.77,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,1,"1_3","1",1,"2.2_wrong_fast",0.566398891966759,0.77,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,1,"1_4","1",1,"2.2_wrong_fast",0.566398891966759,0.77,0.536723163841808
"5aa838354eecca0001de0a20","2_2",0,1,"1_5","0",1,"2.2_wrong_fast",0.566398891966759,0.77,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_2",1,0,"1_1","1",4,"2.2_right_slow",0.566398891966759,0.3,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_2",1,0,"1_2","1",4,"2.2_right_slow",0.566398891966759,0.3,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_2",1,0,"1_3","1",4,"2.2_right_slow",0.566398891966759,0.3,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_2",1,0,"1_4","1",4,"2.2_right_slow",0.566398891966759,0.3,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_2",1,0,"1_5","0",4,"2.2_right_slow",0.566398891966759,0.3,0.536723163841808
"5b7df1f09fcd3c00011904a4","2_3",1,0,"1_1","1",4,"2.3_right_slow",0.577430167597765,0.4,0.446327683615819
"5b7df1f09fcd3c00011904a4","2_3",1,0,"1_2","1",4,"2.3_right_slow",0.577430167597765,0.4,0.446327683615819
"5b7df1f09fcd3c00011904a4","2_3",1,0,"1_3","1",4,"2.3_right_slow",0.577430167597765,0.4,0.446327683615819
"5b7df1f09fcd3c00011904a4","2_3",1,0,"1_4","1",4,"2.3_right_slow",0.577430167597765,0.4,0.446327683615819
"5b7df1f09fcd3c00011904a4","2_3",1,0,"1_5","1",4,"2.3_right_slow",0.577430167597765,0.4,0.446327683615819
"5b7df1f09fcd3c00011904a4","2_1",1,1,"1_1","1",4,"2.1_right_fast",0.396726726726727,0.2,0.234463276836158
"5b7df1f09fcd3c00011904a4","2_1",1,1,"1_2","1",4,"2.1_right_fast",0.396726726726727,0.2,0.234463276836158
"5b7df1f09fcd3c00011904a4","2_1",1,1,"1_3","1",4,"2.1_right_fast",0.396726726726727,0.2,0.234463276836158
"5b7df1f09fcd3c00011904a4","2_1",1,1,"1_4","1",4,"2.1_right_fast",0.396726726726727,0.2,0.234463276836158
"5b7df1f09fcd3c00011904a4","2_1",1,1,"1_5","1",4,"2.1_right_fast",0.396726726726727,0.2,0.234463276836158
"5b7df1f09fcd3c00011904a4","2_4",1,1,"1_1","1",4,"2.4_right_fast",0.518938053097345,0.7,0.675141242937853
"5b7df1f09fcd3c00011904a4","2_4",1,1,"1_2","1",4,"2.4_right_fast",0.518938053097345,0.7,0.675141242937853
"5b7df1f09fcd3c00011904a4","2_4",1,1,"1_3","1",4,"2.4_right_fast",0.518938053097345,0.7,0.675141242937853
"5b7df1f09fcd3c00011904a4","2_4",1,1,"1_4","1",4,"2.4_right_fast",0.518938053097345,0.7,0.675141242937853
"5b7df1f09fcd3c00011904a4","2_4",1,1,"1_5","1",4,"2.4_right_fast",0.518938053097345,0.7,0.675141242937853
"5b7df1f09fcd3c00011904a4","2_5",0,1,"1_1","1",4,"2.5_wrong_fast",0.760870712401055,0.8,0.915254237288136
"5b7df1f09fcd3c00011904a4","2_5",0,1,"1_2","1",4,"2.5_wrong_fast",0.760870712401055,0.8,0.915254237288136
"5b7df1f09fcd3c00011904a4","2_5",0,1,"1_3","1",4,"2.5_wrong_fast",0.760870712401055,0.8,0.915254237288136
"5b7df1f09fcd3c00011904a4","2_5",0,1,"1_4","1",4,"2.5_wrong_fast",0.760870712401055,0.8,0.915254237288136
"5b7df1f09fcd3c00011904a4","2_5",0,1,"1_5","0",4,"2.5_wrong_fast",0.760870712401055,0.8,0.915254237288136
"5b9056617b384b0001d13167","2_3",1,0,"1_1","1",11,"2.3_right_slow",0.577430167597765,0.5,0.446327683615819
"5b9056617b384b0001d13167","2_3",1,0,"1_2","1",11,"2.3_right_slow",0.577430167597765,0.5,0.446327683615819
"5b9056617b384b0001d13167","2_3",1,0,"1_3","1",11,"2.3_right_slow",0.577430167597765,0.5,0.446327683615819
"5b9056617b384b0001d13167","2_3",1,0,"1_4","1",11,"2.3_right_slow",0.577430167597765,0.5,0.446327683615819
"5b9056617b384b0001d13167","2_3",1,0,"1_5","1",11,"2.3_right_slow",0.577430167597765,0.5,0.446327683615819
"5b9056617b384b0001d13167","2_5",1,0,"1_1","1",11,"2.5_right_slow",0.760870712401055,0.6,0.915254237288136
"5b9056617b384b0001d13167","2_5",1,0,"1_2","1",11,"2.5_right_slow",0.760870712401055,0.6,0.915254237288136
"5b9056617b384b0001d13167","2_5",1,0,"1_3","1",11,"2.5_right_slow",0.760870712401055,0.6,0.915254237288136
"5b9056617b384b0001d13167","2_5",1,0,"1_4","1",11,"2.5_right_slow",0.760870712401055,0.6,0.915254237288136
"5b9056617b384b0001d13167","2_5",1,0,"1_5","1",11,"2.5_right_slow",0.760870712401055,0.6,0.915254237288136
"5b9056617b384b0001d13167","2_4",0,0,"1_1","1",11,"2.4_wrong_slow",0.518938053097345,0.5,0.675141242937853
"5b9056617b384b0001d13167","2_4",0,0,"1_2","1",11,"2.4_wrong_slow",0.518938053097345,0.5,0.675141242937853
"5b9056617b384b0001d13167","2_4",0,0,"1_3","0",11,"2.4_wrong_slow",0.518938053097345,0.5,0.675141242937853
"5b9056617b384b0001d13167","2_4",0,0,"1_4","0",11,"2.4_wrong_slow",0.518938053097345,0.5,0.675141242937853
"5b9056617b384b0001d13167","2_4",0,0,"1_5","0",11,"2.4_wrong_slow",0.518938053097345,0.5,0.675141242937853
"5b9056617b384b0001d13167","2_3",0,1,"1_1","1",11,"2.3_wrong_fast",0.577430167597765,0.6,0.446327683615819
"5b9056617b384b0001d13167","2_3",0,1,"1_2","1",11,"2.3_wrong_fast",0.577430167597765,0.6,0.446327683615819
"5b9056617b384b0001d13167","2_3",0,1,"1_3","0",11,"2.3_wrong_fast",0.577430167597765,0.6,0.446327683615819
"5b9056617b384b0001d13167","2_3",0,1,"1_4","1",11,"2.3_wrong_fast",0.577430167597765,0.6,0.446327683615819
"5b9056617b384b0001d13167","2_3",0,1,"1_5","0",11,"2.3_wrong_fast",0.577430167597765,0.6,0.446327683615819
"5b9056617b384b0001d13167","2_5",0,1,"1_1","1",11,"2.5_wrong_fast",0.760870712401055,0.66,0.915254237288136
"5b9056617b384b0001d13167","2_5",0,1,"1_2","1",11,"2.5_wrong_fast",0.760870712401055,0.66,0.915254237288136
"5b9056617b384b0001d13167","2_5",0,1,"1_3","0",11,"2.5_wrong_fast",0.760870712401055,0.66,0.915254237288136
"5b9056617b384b0001d13167","2_5",0,1,"1_4","0",11,"2.5_wrong_fast",0.760870712401055,0.66,0.915254237288136
"5b9056617b384b0001d13167","2_5",0,1,"1_5","0",11,"2.5_wrong_fast",0.760870712401055,0.66,0.915254237288136
"5bacc09b709f60000104352f","2_4",1,0,"1_1","1",13,"2.4_right_slow",0.518938053097345,0.3,0.675141242937853
"5bacc09b709f60000104352f","2_4",1,0,"1_2","1",13,"2.4_right_slow",0.518938053097345,0.3,0.675141242937853
"5bacc09b709f60000104352f","2_4",1,0,"1_3","1",13,"2.4_right_slow",0.518938053097345,0.3,0.675141242937853
"5bacc09b709f60000104352f","2_4",1,0,"1_4","1",13,"2.4_right_slow",0.518938053097345,0.3,0.675141242937853
"5bacc09b709f60000104352f","2_4",1,0,"1_5","0",13,"2.4_right_slow",0.518938053097345,0.3,0.675141242937853
"5bacc09b709f60000104352f","2_4",0,0,"1_1","1",13,"2.4_wrong_slow",0.518938053097345,0.6,0.675141242937853
"5bacc09b709f60000104352f","2_4",0,0,"1_2","0",13,"2.4_wrong_slow",0.518938053097345,0.6,0.675141242937853
"5bacc09b709f60000104352f","2_4",0,0,"1_3","1",13,"2.4_wrong_slow",0.518938053097345,0.6,0.675141242937853
"5bacc09b709f60000104352f","2_4",0,0,"1_4","0",13,"2.4_wrong_slow",0.518938053097345,0.6,0.675141242937853
"5bacc09b709f60000104352f","2_4",0,0,"1_5","0",13,"2.4_wrong_slow",0.518938053097345,0.6,0.675141242937853
"5bacc09b709f60000104352f","2_1",1,1,"1_1","1",13,"2.1_right_fast",0.396726726726727,0.15,0.234463276836158
"5bacc09b709f60000104352f","2_1",1,1,"1_2","1",13,"2.1_right_fast",0.396726726726727,0.15,0.234463276836158
"5bacc09b709f60000104352f","2_1",1,1,"1_3","1",13,"2.1_right_fast",0.396726726726727,0.15,0.234463276836158
"5bacc09b709f60000104352f","2_1",1,1,"1_4","1",13,"2.1_right_fast",0.396726726726727,0.15,0.234463276836158
"5bacc09b709f60000104352f","2_1",1,1,"1_5","0",13,"2.1_right_fast",0.396726726726727,0.15,0.234463276836158
"5bacc09b709f60000104352f","2_2",0,1,"1_1","1",13,"2.2_wrong_fast",0.566398891966759,0.69,0.536723163841808
"5bacc09b709f60000104352f","2_2",0,1,"1_2","1",13,"2.2_wrong_fast",0.566398891966759,0.69,0.536723163841808
"5bacc09b709f60000104352f","2_2",0,1,"1_3","1",13,"2.2_wrong_fast",0.566398891966759,0.69,0.536723163841808
"5bacc09b709f60000104352f","2_2",0,1,"1_4","0",13,"2.2_wrong_fast",0.566398891966759,0.69,0.536723163841808
"5bacc09b709f60000104352f","2_2",0,1,"1_5","0",13,"2.2_wrong_fast",0.566398891966759,0.69,0.536723163841808
"5bacc09b709f60000104352f","2_5",0,1,"1_1","1",13,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"5bacc09b709f60000104352f","2_5",0,1,"1_2","1",13,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"5bacc09b709f60000104352f","2_5",0,1,"1_3","1",13,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"5bacc09b709f60000104352f","2_5",0,1,"1_4","1",13,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"5bacc09b709f60000104352f","2_5",0,1,"1_5","0",13,"2.5_wrong_fast",0.760870712401055,0.9,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",1,0,"1_1","1",6,"2.5_right_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",1,0,"1_2","1",6,"2.5_right_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",1,0,"1_3","1",6,"2.5_right_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",1,0,"1_4","1",6,"2.5_right_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",1,0,"1_5","1",6,"2.5_right_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",0,0,"1_1","1",6,"2.5_wrong_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",0,0,"1_2","1",6,"2.5_wrong_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",0,0,"1_3","0",6,"2.5_wrong_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",0,0,"1_4","1",6,"2.5_wrong_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_5",0,0,"1_5","0",6,"2.5_wrong_slow",0.760870712401055,0.95,0.915254237288136
"5c0595bb1a20110001e9f1e1","2_3",1,1,"1_1","1",6,"2.3_right_fast",0.577430167597765,0.7,0.446327683615819
"5c0595bb1a20110001e9f1e1","2_3",1,1,"1_2","1",6,"2.3_right_fast",0.577430167597765,0.7,0.446327683615819
"5c0595bb1a20110001e9f1e1","2_3",1,1,"1_3","1",6,"2.3_right_fast",0.577430167597765,0.7,0.446327683615819
"5c0595bb1a20110001e9f1e1","2_3",1,1,"1_4","1",6,"2.3_right_fast",0.577430167597765,0.7,0.446327683615819
