StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,free_consent,attention_check,instructions,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,thanks,SC0,PROLIFIC_PID,TimeOnQuestion1,TimeOnQuestion2,TimeOnQuestion3,TimeOnQuestion4,TimeOnQuestion5,TimeOnQuestion6,TimeOnQuestion7,TimeOnQuestion8,TimeOnQuestion9,TimeOnQuestion10,TimeOnQuestion11,TimeOnQuestion12,TimeOnQuestion13,TimeOnQuestion14,TimeOnQuestion15,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,Answer11,Answer12,Answer13,Answer14,Answer15
2025-06-17 12:23:10,2025-06-17 12:45:24,0,88.162.249.131,100,1333,1,2025-06-17 12:45:24,R_8RUn7ze7k8Uqqtl,,,,,48.8558,2.3494,anonymous,EN,1,1,,60,91,1,12,12,1,1,1,1,1,1,1,1,12,1,,2,,2.27,2.20,1.50,0.96,1.03,1.27,0.94,1.03,1.37,1.41,3.31,1.66,0.85,1.70,0.95,,,,,,,,,,,,,,,
2025-06-17 12:45:34,2025-06-17 12:46:14,0,88.162.249.131,100,39,1,2025-06-17 12:46:14,R_2dsgrGkVHqXy8vn,,,,,48.8558,2.3494,anonymous,EN,1,1,,60,,820,,,,,,,,,,,,,test,2,,3.13,0.47,3.81,0.55,0.62,1.15,0.41,0.48,0.76,0.90,0.48,0.45,0.47,1.07,0.47,60,,820,,,,,,,,,,,,
2025-06-17 12:55:05,2025-06-17 12:55:56,0,88.162.249.131,100,51,1,2025-06-17 12:55:57,R_2mjU5wY7k93L25X,,,,,48.8558,2.3494,anonymous,EN,1,test,,60,91,820,1,1,1,1,1,1,1,1,,1,1,1,,3,,2.65,3.97,3.52,1.93,1.25,1.46,1.79,2.40,1.66,1.28,1.20,0.82,1.31,1.65,1.24,60,91,820,1,1,1,1,1,1,1,1,,1,1,1
2025-06-17 13:02:03,2025-06-17 13:10:36,1,,100,513,1,2025-06-17 13:10:37,R_2EgHrKHAntgRu0L,,,,,48.8558,2.3494,preview,EN,1,a,,60,91,,,,,,,,,,,,,,,2,,4.56,5.14,0.08,0.67,2.05,0.12,0.36,0.10,0.05,0.07,0.13,0.01,0.22,0.01,0.05,,,,,,,,,,,,,,,
2025-06-17 13:39:20,2025-06-17 13:40:06,1,,100,46,1,2025-06-17 13:40:07,R_2EhguTVuZD4fQ8C,,,,,48.8558,2.3494,preview,EN,1,1,,,91,,,,,1,2,123132,1231,1,12312,2,2,1,,1,,0.03,3.38,0.50,0.06,0.42,0.43,1.82,1.30,1.39,1.17,0.90,1.32,0.92,1.52,1.06,,,,,,,,,,,,,,,
2025-06-18 01:41:53,2025-06-18 01:43:02,1,,100,68,1,2025-06-18 01:43:02,R_2WZMulUUhG4SJZS,,,,,48.8582,2.3387,preview,EN,1,aha,,80,91,820,13123,81209,123123,12321,200,12313,12312,123132,12321312,1234123,1231,222,,2,,3.25,2.48,3.31,1.18,3.22,1.28,1.51,4.62,1.34,1.63,1.44,1.69,3.47,1.32,1.54,,,,,,,,,,,,,,,
2025-06-18 06:43:51,2025-06-18 06:45:36,1,,100,104,1,2025-06-18 06:45:37,R_20qQt9khTjNLVmR,,,,,48.8558,2.3494,preview,EN,1,1,,60,10,820,10,10,10,10,10,10,10,10,19,10,10,10,,2,,2.45,2.31,15.87,3.12,2.32,1.89,2.42,2.02,2.00,1.86,2.60,2.12,1.89,1.83,2.23,,,,,,,,,,,,,,,
2025-06-24 03:18:50,2025-06-24 03:20:57,1,,100,127,1,2025-06-24 03:20:57,R_2EEjlrAHDTdy9EX,,,,,48.8582,2.3387,preview,EN,1,a,,60,91,820,1,1312111,19191,122312121,292,212,1,19000000,1312123,19191,19292,2312414,,3,,2.90,2.97,4.26,1.41,3.03,3.25,2.75,2.53,2.19,2.68,3.73,3.22,2.60,2.51,2.34,,,,,,,,,,,,,,,
2025-06-24 09:56:41,2025-06-24 10:01:55,0,82.35.106.128,100,314,1,2025-06-24 10:01:56,R_8CjEU057BIwOLLn,,,,,51.4212,-0.2855,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5871,4906,11000,1000,16100,230000,563240,1545,92575,11000000,,9,66648965f73c76a2b47ecb2b,5.37,6.35,7.89,17.32,12.49,19.26,17.14,22.11,16.00,14.38,17.06,16.28,18.16,25.49,17.43,,,,,,,,,,,,,,,
2025-06-24 09:56:48,2025-06-24 10:02:03,0,77.97.201.216,100,314,1,2025-06-24 10:02:03,R_2Jt4ouXJehXUOXA,,,,,55.9495,-3.1983,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4905,11250,930,16100,285000,563240,1500,9300,9500000,,9,6773d42d35be03a65cf4b3e1,3.16,8.59,12.72,12.32,15.47,14.97,19.63,19.59,24.02,11.82,18.56,13.99,15.68,15.95,18.40,,,,,,,,,,,,,,,
2025-06-24 09:56:40,2025-06-24 10:02:26,0,174.34.194.7,100,346,1,2025-06-24 10:02:27,R_1E4Kb9RdPr9Dphi,,,,,38.768,-121.3349,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,932,16100,2370000,563240,1528,0,0,,12,6525befce3ed4df85847d34a,3.64,9.46,10.76,8.74,12.62,16.76,16.34,14.78,24.96,17.31,27.29,24.75,18.29,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 09:58:52,2025-06-24 10:02:48,0,86.148.17.140,100,235,1,2025-06-24 10:02:48,R_2gLb23mlttIHUXy,,,,,51.143,0.3219,anonymous,EN,1,I pay attention,,60,91,820,102,1109,5917,4906,11040,930,16100,2370000,563240,1528,9150,9450000,,11,665efdf173820edd2b8d4d23,2.10,5.00,5.22,9.32,6.64,15.35,16.96,16.64,9.57,5.90,11.60,9.39,18.00,24.46,26.71,,,,,,,,,,,,,,,
2025-06-24 09:58:45,2025-06-24 10:03:37,0,172.3.7.6,100,291,1,2025-06-24 10:03:37,R_1S3lHTc1K8fdklo,,,,,33.8206,-118.034,anonymous,EN,1,I pay attention,,60,91,900,110,1200,8005,6000,12000,955,25000,1500000,590000,1250,5000,978465854,"Since there was no penalty for wrong answers, and you said to never use calculating tools, and I don't have a genius level calculator mind, I just guessed everything except for those two easy ones. If there were penalties for wrong answers, or if there were bonuses for right answers, then I would have tried to get them right more.",2,64275e53f51a5ed4f6b7d019,3.43,11.97,4.64,6.17,5.75,10.82,7.55,5.85,8.67,9.89,8.54,17.62,12.71,4.80,5.34,,,,,,,,,,,,,,,
2025-06-24 09:57:54,2025-06-24 10:03:49,0,172.59.114.52,100,355,1,2025-06-24 10:03:49,R_1ZDG2qbsHuYOeVH,,,,,37.5537,-77.4602,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,10200000,563240,1528,0,0,no comments to share,12,676191c90a2f4ed117de625d,5.01,5.15,8.56,9.59,9.58,11.38,19.01,11.63,23.22,14.15,20.48,21.57,29.20,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 09:56:45,2025-06-24 10:03:54,0,69.219.189.146,100,429,1,2025-06-24 10:03:54,R_1xNYMwCcFEh7mFP,,,,,25.7381,-80.312,anonymous,EN,1,I pay attention,,60,90,820,0,0,0,5550,11250,920,0,0,0,0,0,0,,2,66f59708681eb9dbe19ae052,23.27,12.10,9.15,30.00,30.00,30.00,19.50,11.44,9.95,30.00,30.00,30.00,30.00,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 09:54:40,2025-06-24 10:04:30,0,209.35.83.185,100,589,1,2025-06-24 10:04:30,R_8gWQiyfcYAQ3bYR,,,,,55.867,-4.2621,anonymous,EN,1,I pay attention.,,60,91,820,102,1209,5917,4366,11240,930,15000,102000,884000,100566,0,10650000,,8,670f9537444a3ee33ebd58df,3.12,11.95,9.49,11.06,17.78,19.63,14.17,24.85,12.79,20.27,26.55,29.98,23.09,30.00,18.20,,,,,,,,,,,,,,,
2025-06-24 10:00:41,2025-06-24 10:05:02,0,38.130.72.106,100,260,1,2025-06-24 10:05:02,R_6bJCLE4pxxHvYJ1,,,,,41.8783,-87.6907,anonymous,EN,1,I pay attention,,60,91,820,102,1109,5917,4900,11250,1000,16100,2370000,563240,1300,92000,9500000,,8,628feaaa86e683cdbebf98a0,2.07,7.51,10.12,8.78,19.87,27.57,6.44,11.87,26.93,10.02,14.45,14.23,4.48,6.25,16.85,,,,,,,,,,,,,,,
2025-06-24 09:59:41,2025-06-24 10:05:03,0,161.77.127.222,100,321,1,2025-06-24 10:05:03,R_51z712xUM0h8EBk,,,,,42.6012,-72.6226,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1528,92575,0,,14,683f382d8e7b91e2c8a596db,4.55,8.70,15.14,17.26,12.73,13.22,11.88,12.70,13.26,11.42,19.58,13.72,13.46,16.97,30.00,,,,,,,,,,,,,,,
2025-06-24 09:59:21,2025-06-24 10:05:27,0,82.132.231.108,100,365,1,2025-06-24 10:05:27,R_2V4rxItMDoTGq5t,,,,,51.4845,-0.1444,anonymous,EN,1,"I pay attention ",,60,91,820,92,1130,5930,4906,1198,970,1610,0,56380,1460,11300,11568,,4,5cae6a77b38ea60016e54889,4.81,9.05,10.95,26.25,21.49,26.00,18.31,29.46,19.13,22.15,30.00,28.22,21.70,20.35,22.57,,,,,,,,,,,,,,,
2025-06-24 09:58:31,2025-06-24 10:05:34,0,82.4.50.180,100,423,1,2025-06-24 10:05:35,R_20wQtMlGX3mmn05,,,,,51.6445,-3.9775,anonymous,EN,1,i pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1534,92484,9520000,,12,60fcb280d58f26d33cb004a6,3.74,3.11,5.71,5.98,9.16,22.83,13.60,16.68,15.11,9.37,14.07,21.13,27.13,29.56,27.39,,,,,,,,,,,,,,,
2025-06-24 10:00:19,2025-06-24 10:05:58,0,77.96.27.60,100,338,1,2025-06-24 10:05:58,R_2P7yNtirR32Ko41,,,,,53.7457,-2.477,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,920,16100,2370000,563240,0,92575,9500000,,12,60ed8b9aa9275e30071f2e86,2.49,10.38,6.80,6.45,19.58,27.13,20.27,25.50,20.66,10.33,7.00,22.94,30.00,25.23,27.98,,,,,,,,,,,,,,,
2025-06-24 09:59:08,2025-06-24 10:06:03,0,199.160.160.96,100,415,1,2025-06-24 10:06:04,R_1J5OjQEW7uT8DnP,,,,,32.7797,-96.8022,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1528,92575,9543306,Excellent survey. I would appreciate to take part in more surveys of the same kind in future,15,682a62a00232bdb68a668860,5.55,6.85,8.35,10.44,9.54,12.26,9.56,14.68,11.79,18.27,24.58,15.24,14.63,17.59,27.92,,,,,,,,,,,,,,,
2025-06-24 10:00:10,2025-06-24 10:06:05,0,5.71.16.66,100,355,1,2025-06-24 10:06:05,R_8mksjNmxtn6b0dO,,,,,53.3888,-2.3429,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,932,16100,1370000,563240,1538,932466,100000000,,10,6658d02b830a00e979619fb8,4.41,7.85,10.75,16.89,10.23,15.62,18.71,28.36,26.30,20.79,21.80,25.41,21.66,10.38,13.41,,,,,,,,,,,,,,,
2025-06-24 09:58:20,2025-06-24 10:06:10,0,92.15.2.221,100,469,1,2025-06-24 10:06:10,R_20ashhCV7iNGXst,,,,,52.9056,-1.8649,anonymous,EN,1,i pay attention,,60,91,820,102,1209,5917,4906,11240,0,16100,0,563240,1528,0,0,,11,5b2bcfb51835660001cc6751,4.27,12.88,16.33,21.57,18.18,23.90,20.96,22.77,30.00,12.08,30.00,28.32,25.19,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 09:59:50,2025-06-24 10:06:10,0,108.56.198.235,100,380,1,2025-06-24 10:06:11,R_5xWpVOAzaRqpWzO,,,,,39.109,-77.2489,anonymous,EN,1,I pay attention,,60,91,820,104,1209,5917,4906,0,930,16100,15870000,0,0,0,34784567,,8,66df46fb357af63664ede595,4.80,12.39,8.94,22.33,26.20,21.36,26.38,30.00,21.58,29.75,20.41,30.00,30.00,30.00,5.17,,,,,,,,,,,,,,,
2025-06-24 09:59:29,2025-06-24 10:06:13,0,109.147.103.16,100,403,1,2025-06-24 10:06:13,R_8hNeMsTD2Wzctw8,,,,,52.0618,1.156,anonymous,EN,1,i pay attention,,60,91,820,102,1209,5917,4906,0,930,16100,2370000,56320,0,0,0,,10,5ef528c2a0603b16a793423d,3.85,11.48,11.36,17.10,21.18,22.41,15.93,30.00,20.25,23.87,20.46,22.95,30.00,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 10:00:46,2025-06-24 10:06:18,0,64.239.110.25,100,331,1,2025-06-24 10:06:18,R_501Z9YSi48wjjwL,,,,,47.2123,-123.0971,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5857,4986,11260,899,21400,0,650000,1566,10000,100000000,,5,6518353efd6c167905451597,4.26,9.78,16.27,12.56,8.66,11.68,18.94,28.56,17.49,25.25,30.00,10.64,9.83,8.98,4.89,,,,,,,,,,,,,,,
2025-06-24 10:00:17,2025-06-24 10:06:23,0,96.242.231.60,100,365,1,2025-06-24 10:06:23,R_7Eb7XbaFAEgKkWe,,,,,39.9769,-74.1601,anonymous,EN,1,I pay attention,,60,91,820,102,1509,5917,4906,11240,930,16100,0,563240,0,0,0,,10,67d0a57b0a4981c5e65c3bcc,4.24,3.39,4.98,9.52,12.18,15.93,16.96,25.60,13.01,8.68,30.00,20.05,30.00,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 10:02:07,2025-06-24 10:07:07,0,143.159.169.247,100,299,1,2025-06-24 10:07:07,R_2ujgvgZhmjCyjdL,,,,,53.8508,-1.7877,anonymous,EN,1,I pay attention,,60,91,820,102,1319,5917,4906,11240,930,16100,15870000,5693240,0,100,10000,,9,6310a5c786d2abda637997c0,2.88,6.04,5.81,11.02,23.24,11.80,14.41,26.69,11.30,10.37,24.90,12.85,30.00,29.46,23.62,,,,,,,,,,,,,,,
2025-06-24 09:58:42,2025-06-24 10:07:18,0,95.135.72.14,100,515,1,2025-06-24 10:07:18,R_5OW3G5KRVUYsfVG,,,,,32.8427,-116.7671,anonymous,EN,1,I pay attention,,60,91,820,0,1209,5917,4906,0,930,0,2370000,5603240,0,0,0,,8,6835e4a1834d59d81d8ee67d,5.45,7.91,11.37,30.00,13.51,23.01,26.00,30.00,26.53,30.00,27.00,20.73,30.00,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 10:01:58,2025-06-24 10:08:01,0,107.123.49.109,100,363,1,2025-06-24 10:08:02,R_1dmaRS5E8ofsFYR,,,,,41.5364,-81.6048,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,940,16100,0,563240,0,0,0,,10,66d88027d68b40581ddc1cf6,3.77,13.80,15.00,13.23,12.52,21.49,18.73,20.56,28.19,13.79,30.00,19.63,30.00,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 10:00:20,2025-06-24 10:08:03,0,89.34.228.81,100,462,1,2025-06-24 10:08:03,R_3665eSE7uuazGh3,,,,,32.505,-92.1239,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,10582,930,0,2370000,563240,1492,92575,0,,11,67e2efd7f616da587acfd9ff,6.65,12.19,12.30,14.80,15.49,17.23,13.95,17.87,12.92,30.00,26.12,19.77,23.19,18.07,30.00,,,,,,,,,,,,,,,
2025-06-24 09:59:38,2025-06-24 10:08:33,0,86.109.86.169,100,535,1,2025-06-24 10:08:34,R_6I4yns1iXsBJm0H,,,,,34.9564,-81.9868,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1528,0,0,,13,68586a5a3f4b0d52abbaf513,5.14,13.55,13.74,13.93,13.04,18.83,20.66,17.59,17.58,21.66,23.66,23.23,21.58,30.00,30.00,,,,,,,,,,,,,,,
2025-06-24 10:01:11,2025-06-24 10:08:41,0,65.110.44.19,100,449,1,2025-06-24 10:08:41,R_31SDx87HhDPalA0,,,,,28.5436,-81.3738,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,0,562940,1428,0,94724556,,10,685995c71b01d29d4d25e192,4.58,16.66,11.20,10.63,17.56,15.96,14.98,13.75,15.96,26.79,30.00,19.39,18.89,30.00,28.95,,,,,,,,,,,,,,,
2025-06-24 10:00:35,2025-06-24 10:08:43,0,109.121.38.239,100,488,1,2025-06-24 10:08:44,R_6xXVij2hJmQEq1u,,,,,40.7126,-74.0066,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1528,92575,0,,14,68277ee28504bc466e88db4c,5.58,9.18,23.13,12.48,13.58,17.46,15.44,18.27,16.27,15.54,25.65,23.49,19.34,28.39,30.00,,,,,,,,,,,,,,,
2025-06-24 10:02:31,2025-06-24 10:08:52,0,74.134.212.46,100,380,1,2025-06-24 10:08:52,R_6b1wcPGqquH9Ds5,,,,,40.5678,-84.1936,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5913,4906,11240,930,142100,2300000,563200,1500,0,950000,,8,6453a9598ae568cfac992ccc,6.12,6.31,8.69,10.04,7.82,22.32,25.70,5.89,23.87,12.03,15.71,11.60,28.41,30.00,20.42,,,,,,,,,,,,,,,
2025-06-24 09:59:36,2025-06-24 10:09:11,0,77.101.254.67,100,575,1,2025-06-24 10:09:12,R_20A8d4AHRzr0lZe,,,,,55.7819,-4.0029,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,0,1528,92575,0,,13,672e22142aab65aaeec4135f,4.02,9.48,15.59,11.73,28.74,14.75,21.38,16.17,12.72,14.16,25.88,30.00,28.00,28.09,30.00,,,,,,,,,,,,,,,
2025-06-24 10:05:06,2025-06-24 10:09:24,0,81.154.246.5,100,257,1,2025-06-24 10:09:24,R_2duph7OZDwGbhW5,,,,,53.4606,-2.2572,anonymous,EN,1,I pay attention,,60,91,820,102,1209,5917,4906,11240,930,16100,2370000,563240,1528,899273,1704129372894,Thank you. This looks like interesting research. I hope that it goes well.,13,5d5a75c570a7c1000152623e,2.91,3.75,4.55,5.51,10.32,10.23,8.56,11.77,6.48,8.26,13.41,7.28,20.62,15.53,4.18,,,,,,,,,,,,,,,
